tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
@user @user trans male mongoloid woman\'s event. goes @url,0,0,1,0,0,1,0,0,1,1,0,1,0,1,10,False
@user treating like treat dengists i\'d probably say read book retard post b @url,1,0,1,1,1,0,1,1,0,1,0,0,0,1,15,False
@user @user @user low life people shithole countries. truth always flowers candy.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,12,False
tbh wouldnt hard drain refugees europe. arent smart. make lot noise. draw @url,0,0,1,0,0,1,0,1,0,1,0,0,0,2,13,False
one day work 3:30 morning fucking calf decided go full retard @url,1,1,1,1,0,1,0,1,0,1,0,0,0,1,13,False
twat? gary twat ,0,0,1,0,0,1,0,1,0,1,0,0,0,1,3,False
shoot shot lil faggot bitch. ya girl seen tonight knows what\'s it. got something say @url,1,0,1,0,1,1,1,1,0,1,0,0,0,1,17,False
envy people know express emotions without sounding like complete retard,0,0,1,1,0,0,0,1,0,1,0,0,0,1,10,False
@user gonna happen retarded traders get etf approval,1,0,1,1,1,0,1,1,0,1,0,0,0,1,8,False
@user wait. lost control dyke w/ @url,1,1,1,0,1,1,0,1,0,1,0,0,0,1,7,False
@user ok hobi spic,1,0,0,0,1,0,0,1,0,1,0,1,1,2,4,False
anyways imma take nap there\'s fascists everywhere shithole country hope die yeehaw ,0,0,1,1,0,0,0,1,0,1,0,0,0,1,13,False
fat mongy mess today ,1,1,1,1,0,1,0,1,0,1,1,1,1,0,4,False
okay really americans fucking mongy @url,1,1,1,1,0,1,0,1,0,1,0,0,0,1,6,False
non kpop fans call chinese ching chong ch*nks see nobody outside east asian fando @url,0,0,1,1,0,0,0,1,0,1,0,0,0,1,16,False
find faggotnnnnyou can\'t? that\'s faggot @url,1,1,1,0,0,1,1,1,0,1,0,0,0,1,8,False
auto watch subhuman(?:w*arab)w*raghead zoe --autopull,1,1,1,0,0,1,1,1,0,1,0,0,0,2,9,False
get u talk u talk likea retard,0,0,1,1,0,0,0,1,0,1,0,0,0,1,7,False
celebrating??????? curry gonna let smash gay mongoloid fuck,0,0,1,0,0,1,0,1,0,1,0,1,0,2,8,False
@user boys boys.....until feminazi mothers beat toxic masculinity them.,1,1,0,1,0,1,1,1,0,1,0,1,0,1,10,False
@user joven wedding night: wanted pencilnvicente: i\'ll buy mongol factory younjoven:,0,0,1,1,0,0,0,1,0,1,0,0,0,1,12,False
@user shut retard,1,1,0,1,0,1,1,1,0,1,0,0,0,1,3,False
fuck ching chong siopao dimsum shit sa question 3 ???? cant understand cant c n e x u l z e kasi vague,1,1,1,1,0,1,0,0,1,1,0,1,0,2,22,False
tammy bruce: foreigners bring disease across border - washington times @url,1,0,0,0,1,0,0,1,0,0,1,1,0,1,10,False
america pay back ching chong bing bong ass niggas @url,1,0,0,0,1,0,0,1,0,1,0,0,1,1,10,False
#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i\'ve ever @url,1,1,0,1,0,1,1,1,0,1,0,0,0,0,13,False
anyone actually believe him? 24 hours contemplation faggot already changed mind: it\' @url,1,1,0,1,0,1,1,1,0,0,1,0,0,1,13,False
anyways harry styles could call dirty spic id still munch asshole shame,1,1,0,1,1,1,0,0,1,1,1,1,1,1,12,False
@user uhm ?! need explain making wrong say gook chink spic mick heb common disc @url,0,0,1,1,0,0,0,1,0,1,0,0,0,1,15,False
@user @user @user trump\'s issue \'shithole\' countries full brown people. @url,0,0,1,1,0,0,0,1,0,1,0,0,0,1,12,False
last night bar cunt pulled purge knife slight tug war @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,11,False
cunt. @user report blasphemy? @user @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,6,False
he\'s right... lets kick every alt-right retard da balls... got noth\'n anything. nfree shot @url,1,0,0,0,1,0,0,1,0,1,1,1,1,1,18,False
going university almost unimaginable refugees.,0,0,1,1,0,0,0,1,0,1,0,0,0,1,5,False
@user @user say ching chong time?,0,0,1,1,0,0,0,1,0,1,0,0,0,2,6,False
hard watch. cunt cut it. beyond words @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,8,False
@user @user i\'m spic say build wall!!!,0,0,1,1,0,0,0,1,0,1,0,0,0,1,8,False
kids better live balls shithole country.,0,1,0,1,0,0,0,1,0,1,0,0,0,2,6,False
@user dont speak ching chong bing bong sorry,0,1,0,0,0,1,0,1,0,1,0,1,0,2,8,False
@user smell like farted arted ab honor roll f\'s retarded,0,1,0,1,0,0,0,1,0,1,0,0,0,1,11,False
saddest anime cus he\'s retarded,0,1,0,0,1,0,0,1,0,1,1,0,1,1,6,False
11. told parents. parents immigrants didnt know report it. wife aunt fo @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13,False
justin tucker mongoloid,0,1,0,0,1,0,0,1,0,1,1,1,1,1,3,False
problem frank? faggot? hey go eat mothers asshole out. hey - fuck fuck f @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,14,False
stupid greasy spic ayoze starts next week i\'ll commit.,1,0,0,0,1,0,0,1,0,1,0,0,0,2,10,False
always liberals threaten i\'m spic deported supporting trump. @url,0,1,0,0,1,0,0,1,0,1,1,1,1,0,10,False
@user fun i\'ve twat think started ignoring,0,0,1,0,1,0,0,1,0,1,0,1,0,1,8,False
@user funny leftist always projecting morals people. giving billions terror state @url,1,1,1,0,1,0,1,1,0,0,1,0,0,0,12,False
@user delete feature retarded anyways... would someone delete something payed for? like @url,1,1,1,0,1,1,0,1,0,1,0,1,0,1,13,False
@user @user both. skilled human driver save retarded ai job yet. com @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13,False
@user @user shut retard @url,1,1,1,0,1,0,1,1,0,1,0,0,0,1,5,False
@user said group message called basically retarded ain\'t even dodgers fan lol. simple,1,1,1,0,0,1,1,1,0,1,1,1,1,1,14,False
illegal aliens need shipped home!,0,1,1,0,0,0,0,1,0,0,1,0,0,1,5,False
@user gotta pick spanish cus can\'t spic ass family butchering baby\'s name lmao,1,1,1,1,0,0,1,1,0,1,0,0,0,1,15,False
game glitched cunt complete challenges like 4 times actually count,0,1,0,1,0,0,0,1,0,1,0,1,0,1,10,False
videos grandpas fat gay fucking gay grandpas negro gay masturbation peperonity gay fetish pics,0,1,1,0,0,0,0,0,1,0,0,1,0,2,14,False
went passed fancy dress shop southside n there\'s actual fucking bouncers outside ya cunt imagine kb\'d @url,1,0,1,1,0,1,1,0,1,0,1,0,0,2,19,False
@user mongy like,0,1,0,1,0,0,0,1,0,0,1,1,0,0,3,False
@user trump would press win argument shithole countries. i\'m sure adults le @url,0,0,1,1,1,1,1,1,0,1,0,0,0,1,14,False
@user @user pretty sure called spic four times already,1,1,0,1,1,1,0,1,0,1,1,0,0,3,9,False
like remember iconic nigger tweet,0,0,0,1,1,0,0,1,0,1,1,1,1,1,5,False
@user went full retard,1,1,0,1,1,1,0,1,0,1,0,0,0,1,4,False
@user @user yeah long west ham fans ok .fuking retard,1,1,0,1,1,1,0,1,0,1,0,1,0,2,10,False
@user @user nah handle truth went like retard damaging cause @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,False
me: h-nnmy mom : know faggot disappintment,0,1,0,1,0,0,0,1,0,1,0,0,0,2,7,False
@user ching chong one hundred,0,1,0,1,0,0,0,1,0,0,1,0,0,1,5,False
chinese restaurants black friday business tonight. least boston area..ching chong.,0,1,0,1,0,0,0,1,0,1,0,0,0,1,11,False
casey runs 7 years i\'ll seek nomination run platform calling cunt every given event.,0,0,0,1,1,0,0,1,0,1,0,0,1,1,15,False
@user @user @user trump orange presbyterian mongoloid.,0,1,0,1,0,0,0,1,0,1,0,0,0,1,7,False
@user @user im chinaman vietcong,0,0,0,1,1,0,0,1,0,1,0,0,0,1,5,False
@user fine dyke,0,1,0,1,0,0,0,1,0,1,0,0,0,2,3,False
@user @user @user literally spin circles mongol.,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,False
@user @user @user whatnskip funny fuck love him. he\'s retard he\'s legend,0,0,0,1,1,0,0,1,0,1,0,0,0,2,14,False
africa shithole full africans. south america ditto. arab countries fare better due oil @url,0,1,0,1,0,0,0,1,0,0,1,0,0,1,14,False
1. fear mongering refugees loitering international waters waiting labo,0,1,0,1,1,1,1,1,0,0,1,0,0,1,9,False
utter cunt !! @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3,False
@user ching ching chong rootbox ohhh got youtube money!!!,0,0,0,1,1,0,0,1,0,1,1,0,0,1,9,False
britain 2018. third world shithole.nna country sharia leaders cut clitorises baby girls wi @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,15,False
found everyones origins africa aloud say nigger? #nohatejustasking,1,1,0,1,1,1,0,1,0,1,0,0,0,2,8,False
@user cant understamd shit ching chong,1,1,0,0,1,1,1,0,1,1,0,0,0,1,6,False
played kodak black last 8 songs girl came said must retarded like music @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,14,False
seen treat guests show? give break.nnif leftist attack calli @url,0,0,0,1,0,1,0,1,0,1,0,0,0,0,11,False
@user happy birthday cunt x,0,1,0,0,0,0,1,0,1,1,0,0,0,1,5,False
@user @user @user @user @user using likes retard lmao,0,0,1,0,0,1,0,1,0,1,0,0,0,2,9,False
@user @user turning away refugees kind? ignoring sick kind? using campaign funds pay @url,0,0,0,1,0,1,0,1,0,0,1,0,0,1,14,False
@user career criminal chinaman regular talker mention audibly enough last quarter 2014 al qaida @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,15,False
@user @user @user follow dirty jew,0,0,0,1,0,1,0,0,1,1,0,0,0,1,6,False
24 hours swakopmund namibia #travel #africa #ttot @url,1,1,0,1,1,1,0,1,0,0,1,0,0,1,8,False
old lesbians called baby dyke am: offended. i\'m 24,1,1,0,1,1,1,0,1,0,1,0,0,0,1,10,False
@user agree totally. word retarded politically incorrect that\'s would call dave roberts,1,1,0,1,1,1,0,0,1,1,0,0,0,1,13,False
@user @user wolf blizzard seems almost retarded estimation.,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8,False
12 illegal immigrants criminal convictions fraudulently claimed @url,0,1,0,1,1,1,1,1,0,1,0,0,0,1,8,False
dave roberts certified retard,1,1,0,1,1,1,0,1,0,1,1,1,1,1,4,False
debating whether call floor verbally abusive mega fish ends calling faggot healthy way live.,0,1,1,1,1,0,1,1,0,0,1,0,0,1,14,False
@user fuckin retard,1,1,0,1,1,1,0,0,1,1,0,1,0,1,3,False
@user @user stop shit jewish blood hands retard.nnred hats = blac @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,12,False
nyc shithole country god quickly destroyed rudy build shameless @url,1,1,0,1,1,1,0,1,0,0,1,0,1,0,10,False
country shithole nn#usa attacking people #computing #torture #brainrape @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,10,False
@user well parents liken\'carikla ching chong guy college\',0,1,0,1,1,1,1,1,0,1,0,0,0,2,9,False
#feminization #coercedfem #faggot #sissification #sluttraining watch clip @url @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,9,False
remember always go full retard maybe back. @url,0,1,0,0,1,0,0,1,0,0,0,1,0,1,8,False
@user @user @user eating meat - beside point.nthis cunt hunting trophy pos @url,1,0,0,1,1,1,1,1,0,1,0,0,0,0,13,False
@user @user fuck retard,1,0,0,1,1,1,1,1,0,1,0,0,0,1,4,False
@user @user look like dyke bruh ,0,1,0,1,1,1,1,1,0,0,1,0,0,2,6,False
@user lmfao tell cunt look elsewhere,1,1,0,0,1,1,1,1,0,0,0,1,0,2,6,False
@user jfox retard ,0,1,0,1,1,1,1,1,0,1,0,0,0,2,3,False
gentle reminder: atrocities nation states fix accept refugees yours.,1,0,0,0,0,1,0,1,0,0,1,0,0,1,9,False
canadians believe refugees treated better pensioners. case @user shows. @url,1,0,0,0,0,1,0,1,0,1,1,0,1,1,10,False
@user @user @user @user @user @user raghead! free speech @url,1,0,0,0,0,0,1,0,1,1,0,0,0,0,10,False
pinoy talents hope hired. minimum requirements:n- look like mongoloidn- voice sounds like turkeynkad @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,15,False
every month would mention something flooding apartment retard.,1,0,0,0,0,0,1,1,0,1,0,0,0,1,8,False
@user @user islamists allied every leftist terrorist movement absolutely n @url,1,0,1,0,0,0,0,1,0,1,0,0,0,1,11,False
go crazy spic look like name would vanessa hoops..,1,0,0,0,0,0,1,0,1,1,0,0,0,2,9,False
bald twat. nnhe can\'t anything tie!! @url,1,1,1,0,1,1,1,1,0,1,0,0,0,1,8,False
@user @user hate mongoloid voice,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5,False
@user thought love diana rossnn*dresses like chinaman*nnwho like sweet sour chicken?,0,1,0,0,0,1,0,1,0,1,1,0,1,1,13,False
katsuki bakugon- calls mates cuntn- drives uten- wears thongs (flip-flops) everywheren- illegal uies n- road rage king,1,0,1,0,1,1,1,1,0,0,0,0,1,1,18,False
@user @user dont find credible feminazi women lie vicious nasty revengeful @url,0,1,1,1,1,1,0,1,0,0,1,0,0,1,12,False
pl faggot,1,1,1,0,1,1,1,1,0,1,0,0,0,2,2,False
damn retarded ,1,1,1,0,1,1,1,1,0,0,0,1,0,1,2,False
think (late) immigrants africa likely succeed america black americans.,1,1,1,0,1,1,1,1,0,1,1,0,0,1,9,False
@user @user @user @user @user definately receiving twitter top twat th @url,0,1,0,0,1,0,0,1,0,1,0,0,0,0,12,False
@user sarah silverman gone full retard.,0,1,0,1,1,1,1,1,0,1,0,0,0,1,6,False
@user @user @user @user sound retard democrat. literally files moron. par @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12,False
y\'all niggas gay hella faggot ass shit,1,1,1,0,1,1,1,1,0,1,0,1,0,1,8,False
@user yup pretty much. i\'m leaving shithole country.,1,1,1,0,1,1,1,1,0,1,0,0,0,1,9,False
criticism soros actually attack jews? nreferring globalist akin saying dirty jew @url,0,0,0,1,0,0,1,1,0,1,0,0,0,1,12,False
msnbc 7 bombs sent democrats conspiracy mongoloid right dirt bags. bombs tack therefore fb @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,15,False
@user @user lemon husband jealous!!! buntch retarded clowns ,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,False
..why illegal aliens allowed mobile phones? @url,0,1,0,0,1,0,0,1,0,0,0,1,0,1,7,False
every time see fine ass dyke always mediocre fem ,0,1,0,0,0,1,0,1,0,1,0,0,0,2,9,False
@user nigger,0,0,0,0,0,1,1,0,1,1,0,0,0,3,2,False
@user hi still thinking mongoloid ingrate yesterday dirty snp bastard called @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,12,False
@user lmfaooo nigga said nigger,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5,False
guy mentally retarded? @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,4,False
negro fumbles....,0,0,0,1,1,0,0,1,0,1,0,0,0,2,2,False
instead saying immigrants threat national security need acknowledge plenty @url,0,0,0,1,0,0,1,1,0,1,1,0,0,1,10,False
@user unfair. need step retard game.,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6,False
truly fucking baffles people genuinely fucking think saying ching chong ling lang ding actuall @url,1,1,1,0,1,1,1,1,0,0,1,0,0,1,15,False
even fucking retard knows @url,0,1,0,1,1,1,1,1,0,1,0,0,0,0,5,False
@user @user shooter nazi leftist terrorist palestinian sympathizer...,0,0,0,0,1,1,0,1,0,0,1,0,0,0,8,False
@user @user twat shot sleeping  lion,0,1,0,0,1,0,0,1,0,0,1,1,0,1,6,False
can\'t stop laughing expect shithole call nigeria investors come zoo called @url,0,1,0,1,1,1,1,0,1,1,0,0,0,1,13,False
another false flag attack antifa leftist mobnnno one could expected man pictures @url,0,1,1,1,1,0,1,1,0,0,1,0,0,0,13,False
@user saying raghead goat one tweet insta-follow standards,1,1,1,0,1,1,1,1,0,1,0,0,0,1,9,False
@user alright alright spic.,0,1,1,1,1,0,1,0,1,1,0,0,0,2,4,False
@user @user shut retard ,1,1,1,0,1,1,1,1,0,1,0,0,0,1,4,False
men fucking retarded,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,False
called donald rumsfeild raghead internet long time ago.,0,0,0,1,0,1,0,0,1,0,1,0,0,2,8,False
@user i\'m man still retard.,0,0,0,1,0,1,0,1,0,0,0,1,0,1,6,False
im calling army cute nigger society,1,0,0,1,0,0,0,1,0,1,0,0,0,2,6,False
@user encourage us! we\'ve got \'it\'s okay white\' bill going,0,0,1,1,0,0,0,1,0,1,0,0,0,1,12,False
ryan cunt,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,False
he\'s accidentally losing series cuz he\'s retarded @url,1,1,0,0,1,1,1,1,0,1,0,0,0,1,10,False
trevor belmont faggot yupp love,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,False
got banned called desiinger retard,1,0,0,1,0,0,0,1,0,1,0,1,0,1,5,False
learn speak ching chong  um @url,1,1,1,0,1,1,1,1,0,1,0,0,0,1,6,False
@user @user @user @user hildebrand twat pure simple.,1,1,1,0,1,1,1,1,0,1,0,0,0,1,8,False
@user gebby miss mongol japon ka?,0,0,1,1,0,0,0,1,0,1,1,0,0,1,6,False
@user @user @user okay white family loves you.,0,0,1,1,1,0,1,1,0,1,0,0,0,1,8,False
@user dudes started pulling eyes back started yelling ching chong once. outraged,0,1,0,1,1,1,1,1,0,1,0,0,0,1,12,False
@user @user explaining defend illegal aliens citizens? @url,1,1,1,1,1,0,0,1,0,1,1,0,0,1,8,False
@user spic got eye u ingrates,1,1,1,1,1,0,0,1,0,1,0,0,0,1,6,False
thete nrrd call corina cunt! need!!,1,1,1,1,1,0,0,1,0,1,0,0,0,1,6,False
meant funny...fuckin cunt @url,1,0,0,1,0,0,0,1,0,1,1,0,0,0,5,False
@user comes movie since saying retard unwoke replaced family friendly version,1,0,0,1,0,0,0,1,0,1,0,0,0,1,11,False
grandma teach children spanish reason immigrants refuse learn/speak english fe @url,0,0,1,0,1,0,0,1,0,1,1,0,0,2,12,False
18. enter illegal aliens. @user used model created bay area politicians like @user repl @url,0,0,1,1,0,0,0,1,0,1,1,1,1,1,15,False
#kpop auto-tune ching chong,0,1,0,1,0,0,0,1,0,1,0,0,0,2,5,False
@user obviously cunt even know teams history,0,0,1,0,1,0,0,1,0,1,0,0,0,1,7,False
@user talk retard,1,1,1,1,1,0,0,1,0,1,0,0,0,1,3,False
fella line work takes variety aliases. hell even chinaman six months.,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,False
friends retarded particular episode.,0,1,0,1,0,0,0,1,0,0,1,0,0,1,4,False
@user course feminazi\'s roll one other. frauds!,0,1,0,0,0,0,1,0,1,1,0,1,1,1,8,False
@user still fucking twat,0,1,1,1,1,1,0,1,0,1,0,1,0,1,4,False
today\'s heated debate ... biggest twat ashley\'s appointees run #nufc - llambias charnley,1,0,0,0,0,1,0,1,0,1,0,0,0,2,13,False
@user fuck defector.nla garbage town garbage fanbase.nalso fuck ginger-bearded twat turner.,0,1,0,0,0,0,1,1,0,1,0,0,0,2,14,False
ching ching chong chong dookie dookie,1,1,1,0,0,1,1,1,0,1,1,1,1,1,6,False
ain\'t blame loss lmaoo. retarded. like asf  @url,1,0,1,0,1,1,1,1,0,1,0,0,0,1,9,False
@user think jack hobbs fairly mongy though.,0,1,1,1,1,1,0,1,0,1,0,0,0,1,7,False
s.o.b retard dangerous asshole planet! shame brasil! @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,10,False
@user know what. dont hire couple thousand peole fly shithole countr @url,1,1,1,0,0,1,1,1,0,1,0,0,0,1,12,False
absolute cunt human @url,0,1,1,1,1,1,0,1,0,1,0,0,0,0,4,False
@user good anhur man bad luck zhong kui mid retard,0,1,0,0,1,0,0,1,0,1,0,0,0,1,10,False
@user @user spic polach,1,1,0,1,1,1,0,1,0,1,0,1,0,2,4,False
@user @user retarded cant research...then sure right... @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9,False
@user @user @user family reached full retard @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,8,False
r shithole countries cuz american &amp; european imperialist capitalism helped make so...+ failing war @url,0,0,0,1,0,1,0,1,0,1,0,0,0,1,15,False
yes bc told im deactivating fucking faggot,1,0,0,1,0,0,0,0,1,1,0,0,0,2,7,False
@user hes faggot dude can\'t stand people like,0,1,0,1,0,0,0,0,1,0,0,1,0,1,9,False
fucking retard hate older people *claps 4 times* -john mauer 2018,1,1,1,0,0,1,1,1,0,1,0,0,0,1,11,False
feminist called fat twat.,1,1,0,1,1,1,0,1,0,1,0,1,0,1,4,False
@user wow middle east africa south asia? shithole countries gathered together walk thou @url,0,1,0,0,0,1,0,0,1,1,1,1,1,2,14,False
lol know mean! nigger got caught again. @url,1,1,0,1,1,1,0,1,0,1,0,0,0,2,8,False
twat @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,2,False
people living shithole countries throw stones. #treeoflifesynagogue @user,0,0,0,0,1,1,0,1,0,0,0,1,1,1,8,False
@user @user lives hollywood works buzzfeed; shocked combination produces mongoloid?,0,0,1,1,0,0,0,1,0,1,0,0,0,1,10,False
change ur @user fucking mongoloid @user,0,0,0,0,1,1,0,1,0,1,0,0,0,1,6,False
thread retarded af ncheck fan page spams  @url,1,1,1,0,0,1,1,1,0,1,0,0,0,2,8,False
mongoloid - mongoloid scans mongodb hosts compromised held ransom. @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,9,False
try hardest tweet trump lol cunt @url,1,1,1,0,0,1,1,1,0,0,0,1,0,2,7,False
 either crazy retarded thin line separates could ,1,1,1,0,0,1,1,1,0,0,1,0,0,1,7,False
easily turn straight boy cock thirsty cum addicted faggot. nnblack cock is.nnn#findom @url,0,0,0,0,1,1,0,1,0,1,1,0,1,1,15,False
alec :) _ retarded (: @url,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,False
sarah silverman gone total retard smh @url,1,1,1,0,0,1,1,1,0,1,0,0,0,1,7,False
oh well try hard shithole countries-maybe someday happen!,0,0,1,0,1,0,0,1,0,1,0,0,0,1,9,False
@user nigga started lagging left retard,0,0,1,0,1,0,0,1,0,1,0,0,0,2,6,False
omg tea! using terms hurt offend used sorry idc retarded  @url,0,0,0,0,1,1,0,1,0,0,1,0,0,1,11,False
chance defeat vile leftie pussy hat feminazi man-hating bitter bitches brigade. god help us @url,1,1,1,0,0,1,1,1,0,1,1,1,1,2,16,False
remember im negro open mind got skin door-wayne,0,0,0,0,1,1,0,1,0,0,1,0,0,1,9,False
exams passed collage thank fuck never go mongy place cheeky pay rise @url,0,0,0,0,1,1,0,1,0,1,1,1,1,1,13,False
@user could tell lil retarded,0,0,0,1,0,1,0,0,1,1,0,0,0,1,5,False
hey twitter nigger shit fuckibg bitch!!! fucking democratic libtard nigger lover!!!!!,0,1,0,0,0,1,0,1,0,0,1,1,0,1,11,False
@user @user ur demo believing retard!,0,0,0,1,0,1,0,1,0,1,1,1,1,1,6,False
fucking faggot,0,1,0,0,0,1,0,0,1,1,0,0,0,2,2,False
@user @user @user u talkin tae ?? stupid cunt know ur place,1,1,0,0,0,0,0,1,0,1,0,0,0,1,11,False
@user @user love negro!!!!,0,1,1,0,0,1,1,1,0,1,0,1,0,1,4,False
altered original dyke-esque costume b slutty bc tristan inspires b whore n he\'s eve n going @url,0,1,1,0,0,1,1,1,0,1,0,0,0,2,19,False
fucking retard man sad  @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,5,False
@user @user popcorn  selfies stick i\'d snap cunt,1,0,1,0,1,1,1,1,0,1,0,0,0,1,9,False
@user hes burning funko pop like mongoloid,0,1,1,0,0,1,1,1,0,1,0,0,0,2,7,False
@user shit sooo retarded,1,0,0,0,0,1,0,1,0,1,0,0,0,1,4,False
@user wtf saying? cause shithole countries collapse. example destroying @url,1,1,0,1,0,1,1,1,0,0,0,1,0,1,10,False
mom like ching chong bing bong we\'re eating bird dinner,1,1,1,0,1,0,1,1,0,1,0,0,0,1,11,False
keep mind im negro/so open mind got screen door! #impressive #carterv,0,1,1,1,1,1,0,1,0,1,1,1,1,1,12,False
joyeux anniversaire en retard league legends !,1,1,0,1,0,1,1,1,0,0,1,0,0,2,6,False
@user @user @user @user @user skipping shithole cities. ndetro @url,0,1,1,1,1,1,0,1,0,1,1,1,1,1,10,False
